evm.model.scaffold1.817	Q5ZIW2	99.597	744	3	0	1	744	1	744	0.0	1534
evm.model.scaffold1.2505	Q90655	98.885	269	3	0	1	269	1	269	0.0	549
evm.model.scaffold1.886	Q9H5V8	52.913	841	373	11	1	829	1	830	0.0	836
evm.model.scaffold1.907	P21328	27.456	397	270	7	2	384	457	849	1.04e-32	134
evm.model.scaffold1.483	O43933	60.998	1282	478	10	1	1276	1	1266	0.0	1550
evm.model.scaffold1.2542	Q2LK54	98.499	733	11	0	1	733	4	736	0.0	1492
evm.model.scaffold1.1382	Q06831	62.309	459	121	10	1	426	1	440	3.18e-137	403
evm.model.scaffold1.1576	B5FZA8	66.667	57	19	0	27	83	20	76	5.71e-20	79.7
evm.model.scaffold1.48	P36633	60.106	752	286	6	4	747	1	746	0.0	932
evm.model.scaffold1.1494	Q801X6	99.366	473	3	0	47	519	1	473	0.0	952
evm.model.scaffold1.1926	Q03274	29.091	110	74	1	21	130	62	167	2.09e-09	57.4
evm.model.scaffold1.11	Q9JKF1	57.143	56	24	0	30	85	981	1036	1.27e-11	63.5
evm.model.scaffold1.560	P61214	97.000	200	6	0	1	200	1	200	3.37e-143	399
evm.model.scaffold1.3162	Q9P0J1	89.758	537	52	2	26	559	1	537	0.0	1011
evm.model.scaffold1.3237	P62759	100.000	193	0	0	1	193	1	193	2.42e-144	402
evm.model.scaffold1.1791	Q95SX7	23.908	435	266	15	9	387	440	865	2.08e-17	87.8
evm.model.scaffold1.728	P21329	25.510	196	129	6	146	326	646	839	1.15e-07	57.4
evm.model.scaffold1.113	Q5T440	57.692	312	127	4	26	335	48	356	1.42e-112	333
evm.model.scaffold1.3455	Q96DY7	59.672	915	330	13	1	888	1	903	0.0	1032
evm.model.scaffold1.3383	P21328	27.660	141	92	3	81	211	626	766	3.12e-08	58.5
evm.model.scaffold1.5	Q6GPD0	56.018	457	137	5	123	521	140	590	1.53e-161	511
evm.model.scaffold1.564	P21328	26.159	302	186	7	64	330	491	790	2.51e-17	90.5
evm.model.scaffold1.2294	P21328	34.000	150	84	4	37	177	578	721	2.83e-11	65.9
evm.model.scaffold1.654	Q9Y5X0	75.723	173	40	2	1	172	1	172	2.60e-81	243
evm.model.scaffold1.1938	P21328	35.000	140	81	3	8	138	584	722	6.81e-14	70.5
evm.model.scaffold1.3165	P55040	83.838	297	47	1	1	297	1	296	0.0	520
evm.model.scaffold1.2253	Q9UL36	71.993	1114	253	8	21	1132	17	1073	0.0	1589
evm.model.scaffold1.3044	Q6NRC9	54.650	1043	442	11	1	1025	1	1030	0.0	1025
evm.model.scaffold1.855	O75165	90.586	2220	178	2	56	2275	21	2209	0.0	4169
evm.model.scaffold1.3452	P32018	98.466	1891	24	2	202	2090	1	1888	0.0	3798
evm.model.scaffold1.3230	Q86W74	99.123	228	2	0	43	270	1	228	1.20e-167	465
evm.model.scaffold1.3004	Q5R4X0	82.909	275	47	0	32	306	1	275	3.74e-176	491
evm.model.scaffold1.3087	P21328	27.356	329	221	7	3	317	525	849	2.99e-24	107
evm.model.scaffold1.70	Q9ULD5	57.349	694	252	13	679	1336	146	831	0.0	732
evm.model.scaffold1.2538	P41534	81.169	154	29	0	4	157	7	160	1.09e-79	237
evm.model.scaffold1.703	Q7T0X7	67.434	304	98	1	14	316	11	314	7.66e-150	426
evm.model.scaffold1.2431	P17706	78.036	387	79	3	1	387	1	381	0.0	628
evm.model.scaffold1.681	Q9DBY4	60.886	813	237	16	4	748	10	809	0.0	820
evm.model.scaffold1.1595	Q13523	90.141	994	93	5	55	1045	16	1007	0.0	1400
evm.model.scaffold1.3174	O93343	44.242	165	66	7	1	153	1	151	3.73e-28	105
evm.model.scaffold1.2992	Q03274	32.787	122	78	1	27	148	44	161	4.43e-14	72.0
evm.model.scaffold1.171	P21775	80.796	427	80	1	8	432	8	434	0.0	706
evm.model.scaffold1.2480	Q9P2N2	56.577	707	231	11	11	653	34	728	0.0	756
evm.model.scaffold1.2487	P21328	34.375	128	74	3	165	283	615	741	2.70e-12	70.5
evm.model.scaffold1.2404	P21328	26.887	212	142	4	56	254	615	826	6.24e-16	80.9
evm.model.scaffold1.2052	P21328	24.318	403	290	5	7	395	438	839	6.11e-26	115
evm.model.scaffold1.136	Q8K467	61.739	115	38	1	122	236	45	153	6.59e-41	144
evm.model.scaffold1.2351	Q8IZU8	77.926	1196	260	1	6	1201	21	1212	0.0	1980
evm.model.scaffold1.3611	Q9P243	73.823	1253	308	12	365	1607	1	1243	0.0	1835
evm.model.scaffold1.2444	P21328	32.847	137	74	6	79	203	615	745	5.61e-08	55.8
evm.model.scaffold1.1610	Q96KP1	89.597	894	92	1	1	894	1	893	0.0	1649
evm.model.scaffold1.1204	Q03277	22.984	248	168	8	288	524	285	520	1.58e-09	64.3
evm.model.scaffold1.437	Q9ESN4	99.216	255	2	0	1	255	1	255	0.0	518
evm.model.scaffold1.2741	P31795	27.778	216	143	5	121	330	248	456	3.86e-17	86.7
evm.model.scaffold1.3593	Q4R4Q3	82.632	380	58	1	326	705	23	394	0.0	684
evm.model.scaffold1.1244	P21328	28.205	117	83	1	71	186	437	553	1.85e-07	54.3
evm.model.scaffold1.605	P08183	59.335	1264	484	7	927	2186	34	1271	0.0	1548
evm.model.scaffold1.2701	Q9W4D2	45.455	66	35	1	13	77	862	927	5.06e-09	54.3
evm.model.scaffold1.1621	O60547	43.307	127	31	3	60	170	271	372	3.30e-21	91.7
evm.model.scaffold1.3308	Q8BHS8	64.095	674	215	12	1	656	1	665	0.0	743
evm.model.scaffold1.800	P21328	27.604	384	263	6	2	371	457	839	3.02e-32	134
evm.model.scaffold1.1839	P21328	25.356	351	246	7	4	340	467	815	4.15e-26	113
evm.model.scaffold1.2671	P21328	29.386	228	147	5	25	239	584	810	1.26e-17	85.5
evm.model.scaffold1.914	B5FXT6	100.000	265	0	0	139	403	1	265	0.0	551
evm.model.scaffold1.699	Q8K0W9	75.000	80	20	0	24	103	1	80	2.46e-41	135
evm.model.scaffold1.3348	O92815	33.503	197	126	3	13	205	773	968	7.72e-31	122
evm.model.scaffold1.1617	O54743	68.150	427	74	10	20	388	24	446	4.48e-158	455
evm.model.scaffold1.372	Q5BA83	31.566	1207	699	38	7	1118	50	1224	1.77e-139	490
evm.model.scaffold1.314	Q9N0B3	38.425	419	206	7	1	416	1	370	9.52e-92	284
evm.model.scaffold1.82	Q8ND71	32.078	664	375	14	116	751	9	624	4.22e-87	303
evm.model.scaffold1.1247	O60921	73.485	264	66	1	61	324	21	280	4.87e-140	400
evm.model.scaffold1.285	Q2F7J3	24.348	460	276	13	37	439	1164	1608	1.17e-19	96.7
evm.model.scaffold1.972	Q9NQW6	61.710	1076	362	19	1	1040	23	1084	0.0	1178
evm.model.scaffold1.2836	O75881	53.404	470	214	3	35	503	41	506	0.0	526
evm.model.scaffold1.3550	Q03274	27.273	121	84	1	95	215	39	155	6.02e-08	58.2
evm.model.scaffold1.2781	O94900	90.026	381	37	1	9	388	135	515	0.0	623
evm.model.scaffold1.1207	P21328	25.087	287	201	5	1	274	528	813	1.06e-16	84.0
evm.model.scaffold1.2117	F1NPG5	73.770	61	11	1	1	61	390	445	5.78e-18	81.3
evm.model.scaffold1.1284	Q5XIN9	31.765	170	114	1	271	440	48	215	4.80e-22	107
evm.model.scaffold1.2533	P21329	29.224	219	127	9	2	201	640	849	4.48e-12	70.1
evm.model.scaffold1.2110	Q10472	97.496	559	14	0	120	678	1	559	0.0	1149
evm.model.scaffold1.1200	A6V705	31.852	135	85	5	69	199	8	139	4.03e-07	50.8
evm.model.scaffold1.426	Q504Y0	66.504	409	126	2	1	408	252	650	0.0	551
evm.model.scaffold1.452	Q687X5	73.890	383	100	0	74	456	1	383	0.0	596
evm.model.scaffold1.918	P21328	31.429	175	79	6	11	146	511	683	3.71e-11	63.5
evm.model.scaffold1.2121	Q9H329	66.392	848	205	14	15	793	60	896	0.0	1060
evm.model.scaffold1.3557	P21328	22.182	275	203	4	1	265	527	800	2.84e-14	75.9
evm.model.scaffold1.519	Q05084	69.615	520	118	6	44	560	1	483	0.0	684
evm.model.scaffold1.808	E2RG47	92.421	818	31	4	1	790	1	815	0.0	1534
evm.model.scaffold1.3201	Q5ZM65	100.000	437	0	0	1	437	1	437	0.0	905
evm.model.scaffold1.196	Q86TI4	67.792	385	109	2	1	385	1	370	0.0	538
evm.model.scaffold1.3241	P29836	40.000	80	39	1	391	470	6	76	4.00e-08	63.2
evm.model.scaffold1.3177	Q7Z388	83.333	720	119	1	2	720	4	723	0.0	1258
evm.model.scaffold1.879	Q64093	82.939	592	101	0	1	592	25	616	0.0	1013
evm.model.scaffold1.2440	Q8CIN7	83.849	291	46	1	1	291	1	290	0.0	507
evm.model.scaffold1.1878	P21328	24.444	225	157	4	1	212	615	839	3.08e-12	71.6
evm.model.scaffold1.749	Q96LR5	100.000	93	0	0	26	118	77	169	6.96e-66	200
evm.model.scaffold1.502	Q90952	97.690	303	7	0	1	303	1	303	0.0	617
evm.model.scaffold1.1551	Q9BRS2	74.431	571	138	4	1	566	1	568	0.0	842
evm.model.scaffold1.3170	Q8BH75	33.992	253	120	6	50	301	1	207	3.20e-34	130
evm.model.scaffold1.2447	Q8CD54	77.724	2891	535	16	1	2851	1	2822	0.0	4326
evm.model.scaffold1.1458	Q01151	51.136	88	41	2	45	130	76	163	7.27e-19	86.7
evm.model.scaffold1.2392	P27401	28.470	281	153	6	521	761	145	417	5.23e-25	115
evm.model.scaffold1.2484	P21328	38.202	89	46	2	2	81	640	728	2.79e-11	62.0
evm.model.scaffold1.2407	Q95SX7	22.587	518	335	15	26	488	332	838	2.24e-18	92.8
evm.model.scaffold1.341	P21328	22.663	353	227	7	1	307	487	839	1.87e-13	75.9
evm.model.scaffold1.3496	Q99JG3	71.898	274	77	0	41	314	6	279	5.09e-141	406
evm.model.scaffold1.2368	Q9H159	57.513	772	321	4	1	771	1	766	0.0	876
evm.model.scaffold1.2799	P21328	27.647	170	113	3	6	165	597	766	1.54e-11	65.9
evm.model.scaffold1.1195	P21328	28.223	287	191	5	2	274	443	728	4.16e-24	105
evm.model.scaffold1.166	Q29261	58.087	847	316	6	438	1282	18	827	0.0	1045
evm.model.scaffold1.3311	Q5RC10	77.624	505	102	3	1	499	1	500	0.0	764
evm.model.scaffold1.2651	O94818	93.217	575	38	1	1	575	1	574	0.0	1067
evm.model.scaffold1.607	Q64HY5	99.583	480	2	0	1	480	1	480	0.0	929
evm.model.scaffold1.3635	Q03274	30.496	141	89	3	81	221	50	181	9.56e-12	69.3
evm.model.scaffold1.435	O14717	67.929	396	120	4	1	396	1	389	0.0	540
evm.model.scaffold1.3464	O57424	98.732	552	7	0	1	552	1	552	0.0	1130
evm.model.scaffold1.1025	Q13439	60.164	2194	816	15	113	2269	49	2221	0.0	2243
evm.model.scaffold1.2239	A9ZLX4	89.015	1056	41	4	63	1062	1	1037	0.0	1879
evm.model.scaffold1.1006	Q8IY47	94.382	623	35	0	1	623	1	623	0.0	1249
evm.model.scaffold1.3193	P21328	30.435	92	55	2	3	85	637	728	2.74e-07	50.8
evm.model.scaffold1.1046	P78424	96.714	426	12	1	284	709	268	691	0.0	765
evm.model.scaffold1.2880	Q0V9A9	74.126	286	74	0	3	288	4	289	3.76e-157	442
evm.model.scaffold1.2072	P21328	27.177	379	259	7	4	367	463	839	5.56e-31	130
evm.model.scaffold1.2514	Q8N3J2	54.227	485	193	5	2	472	1	470	0.0	523
evm.model.scaffold1.1013	Q95SX7	24.085	328	213	8	2	304	528	844	6.63e-17	84.7
evm.model.scaffold1.1633	P05619	68.602	379	118	1	1	378	1	379	0.0	522
evm.model.scaffold1.2887	P21328	34.409	93	52	2	21	104	636	728	9.55e-10	58.9
evm.model.scaffold1.2804	Q9D4C9	94.578	332	18	0	1	332	23	354	0.0	645
evm.model.scaffold1.954	Q8BWQ5	50.767	782	354	11	24	796	30	789	0.0	731
evm.model.scaffold1.3778	Q969P6	70.270	74	22	0	404	477	42	115	3.68e-32	133
evm.model.scaffold1.950	A0JNJ1	77.531	405	86	3	1	402	1	403	0.0	624
evm.model.scaffold1.1310	O95644	77.339	887	196	4	28	911	43	927	0.0	1343
evm.model.scaffold1.2844	Q13946	90.496	484	44	2	1	484	1	482	0.0	917
evm.model.scaffold1.3150	P27401	26.260	377	217	17	74	398	641	1008	1.23e-13	76.6
evm.model.scaffold1.478	Q4R6F0	42.923	431	229	5	98	518	87	510	1.06e-99	323
evm.model.scaffold1.354	Q13145	93.077	260	17	1	1	259	1	260	0.0	509
evm.model.scaffold1.1478	P36959	84.195	329	49	1	77	402	17	345	0.0	585
evm.model.scaffold1.958	P40692	79.578	759	150	4	1	757	1	756	0.0	1232
evm.model.scaffold1.2521	P21328	27.094	406	273	8	40	431	453	849	6.55e-29	125
evm.model.scaffold1.789	Q8NCY6	41.525	118	51	5	27	126	227	344	5.60e-07	55.1
evm.model.scaffold1.559	Q5ZIV9	97.490	717	18	0	1	717	1	717	0.0	1465
evm.model.scaffold1.669	P49640	73.315	371	86	5	1	363	42	407	5.44e-174	493
evm.model.scaffold1.2428	Q8TEP8	49.912	1713	770	23	1343	3005	862	2536	0.0	1555
evm.model.scaffold1.1858	P21328	25.000	252	175	5	285	523	589	839	2.20e-12	73.9
evm.model.scaffold1.2847	P56101	78.659	164	35	0	22	185	32	195	6.33e-81	241
evm.model.scaffold1.3218	Q9H841	61.724	290	111	0	84	373	61	350	6.53e-122	360
evm.model.scaffold1.2971	A4FUE7	82.090	201	33	2	1	199	1	200	1.17e-94	286
evm.model.scaffold1.2510	Q92539	78.589	836	165	7	32	855	1	834	0.0	1278
evm.model.scaffold1.381	Q5T2R2	86.747	332	44	0	5	336	84	415	0.0	612
evm.model.scaffold1.245	Q63475	31.923	520	263	18	212	715	92	536	1.09e-47	186
evm.model.scaffold1.1228	Q95SX7	33.065	124	76	2	63	179	490	613	9.86e-12	66.2
evm.model.scaffold1.2436	Q2KJI7	81.235	810	141	4	1	805	1	804	0.0	1288
evm.model.scaffold1.3577	P40145	89.785	1253	113	4	1	1240	1	1251	0.0	2216
evm.model.scaffold1.495	Q62896	78.205	78	14	1	1	75	1	78	3.43e-36	121
evm.model.scaffold1.2278	Q9GKV7	54.467	347	156	2	76	422	1	345	9.27e-135	396
evm.model.scaffold1.287	Q8NCY6	42.149	121	52	5	28	130	224	344	1.55e-07	56.6
evm.model.scaffold1.409	O76041	72.403	308	72	4	49	347	711	1014	3.03e-149	449
evm.model.scaffold1.216	P46101	64.000	75	19	1	1	67	1	75	2.92e-23	96.7
evm.model.scaffold1.3773	Q90986	97.619	126	3	0	1	126	1	126	1.02e-84	246
evm.model.scaffold1.618	Q96DT5	60.714	56	22	0	181	236	2092	2147	7.89e-15	77.0
evm.model.scaffold1.594	Q96RJ6	87.500	80	10	0	31	110	87	166	4.67e-44	144
evm.model.scaffold1.233	Q9H0A6	59.233	287	104	5	33	313	6	285	2.93e-113	338
evm.model.scaffold1.3119	Q9DE07	87.118	753	80	4	1	736	1	753	0.0	1303
evm.model.scaffold1.1959	Q13591	90.192	989	97	0	11	999	86	1074	0.0	1913
evm.model.scaffold1.791	Q9H6S1	62.843	401	127	11	481	868	1	392	2.20e-148	445
evm.model.scaffold1.3286	P21329	26.761	284	183	9	226	492	574	849	2.98e-14	79.7
evm.model.scaffold1.1897	Q9NUU6	61.671	347	132	1	60	406	11	356	1.76e-153	441
evm.model.scaffold1.3603	P21328	22.917	384	274	9	1	368	490	867	3.70e-19	93.2
evm.model.scaffold1.399	Q4ZHW1	69.091	275	74	7	1	273	1	266	3.09e-117	340
evm.model.scaffold1.1099	Q8K4P8	87.500	104	13	0	1	104	22	125	1.91e-57	199
evm.model.scaffold1.672	P31937	88.449	303	35	0	44	346	34	336	0.0	557
evm.model.scaffold1.2713	Q95SX7	28.421	190	132	3	70	256	416	604	5.35e-13	72.0
evm.model.scaffold1.1602	Q86WA6	77.099	262	60	0	24	285	30	291	2.40e-158	445
evm.model.scaffold1.2722	D3ZHV2	70.968	31	9	0	43	73	4719	4749	3.57e-09	54.3
evm.model.scaffold1.1789	P21329	22.727	308	183	10	11	271	550	849	9.56e-08	56.6
evm.model.scaffold1.2725	P34975	83.202	381	63	1	55	435	1	380	0.0	644
evm.model.scaffold1.1605	P84445	26.087	184	120	5	9	180	8	187	3.39e-15	79.0
evm.model.scaffold1.1626	P84445	26.087	184	120	5	9	180	8	187	1.11e-14	77.4
evm.model.scaffold1.2746	Q5GH76	96.335	382	13	1	49	429	269	650	0.0	766
evm.model.scaffold1.1772	P21329	35.616	146	82	4	31	166	584	727	2.41e-11	66.2
evm.model.scaffold1.832	Q32LE4	69.231	169	50	1	6	174	15	181	2.01e-82	244
evm.model.scaffold1.575	P50222	95.192	208	9	1	1	207	97	304	6.29e-138	390
evm.model.scaffold1.857	Q6IVA4	98.496	399	4	1	1	399	1	397	0.0	810
evm.model.scaffold1.2126	Q14CH1	56.805	169	72	1	16	184	586	753	3.24e-60	208
evm.model.scaffold1.2064	P31795	27.778	216	143	5	121	330	248	456	3.76e-17	86.7
evm.model.scaffold1.1749	P21328	28.926	121	79	2	110	223	438	558	9.44e-08	56.2
evm.model.scaffold1.1682	Q9NRR4	85.579	1373	153	5	1	1336	10	1374	0.0	2142
evm.model.scaffold1.892	Q9NS87	66.955	1389	448	5	1	1387	1	1380	0.0	1832
evm.model.scaffold1.2145	P57721	76.752	314	26	3	1	294	75	361	2.00e-164	469
evm.model.scaffold1.2102	Q76LL6	73.302	1487	338	17	85	1560	113	1551	0.0	1915
evm.model.scaffold1.1223	P17936	71.818	220	62	0	26	245	35	254	3.46e-112	329
evm.model.scaffold1.3489	Q96K31	48.477	394	176	9	5	394	8	378	7.92e-111	332
evm.model.scaffold1.641	P28673	98.889	90	1	0	1	90	1	90	1.17e-60	183
evm.model.scaffold1.2786	P03876	32.174	115	63	5	64	173	414	518	3.14e-07	52.8
evm.model.scaffold1.1866	Q9NBX4	27.887	355	232	10	30	367	489	836	1.28e-24	111
evm.model.scaffold1.1853	P21328	33.136	169	94	5	43	194	575	741	6.58e-12	67.0
evm.model.scaffold1.999	O95302	83.124	557	89	2	5	561	19	570	0.0	966
evm.model.scaffold1.614	P31795	28.856	201	130	5	121	315	248	441	1.25e-16	84.0
evm.model.scaffold1.2423	O15165	85.542	249	32	1	109	357	62	306	4.53e-143	410
evm.model.scaffold1.731	P27401	40.476	84	45	2	405	485	145	226	2.33e-08	60.5
evm.model.scaffold1.3222	Q13188	97.105	380	10	1	1	379	1	380	0.0	763
evm.model.scaffold1.2096	Q9NBX4	25.000	204	137	6	7	197	636	836	3.46e-07	55.1
evm.model.scaffold1.153	Q2IAL7	88.312	154	18	0	1	154	1	154	2.44e-96	277
evm.model.scaffold1.339	Q7Z4V0	41.852	810	415	16	77	866	18	791	0.0	585
evm.model.scaffold1.3213	O00339	64.286	644	225	2	26	669	9	647	0.0	880
evm.model.scaffold1.15	Q9JKF1	57.143	56	24	0	30	85	981	1036	1.48e-11	63.5
evm.model.scaffold1.443	Q5VUB5	80.178	898	165	7	1	893	1	890	0.0	1416
evm.model.scaffold1.3246	P21769	34.043	188	99	5	1	165	1	186	1.89e-21	90.5
evm.model.scaffold1.44	Q56A55	66.781	581	169	1	34	614	152	708	0.0	777
evm.model.scaffold1.815	Q5RFC1	48.370	184	89	2	1	180	1	182	4.81e-42	142
evm.model.scaffold1.2138	P21328	30.769	338	204	11	2	319	443	770	2.27e-33	134
evm.model.scaffold1.905	P21328	25.532	235	147	6	5	219	584	810	3.01e-11	65.9
evm.model.scaffold1.29	Q95SX7	26.061	165	110	4	15	171	541	701	3.40e-11	65.5
evm.model.scaffold1.3225	Q8NE09	52.381	1281	532	21	608	1864	17	1243	0.0	1253
evm.model.scaffold1.1473	Q5F363	99.574	1174	3	1	1	1174	62	1233	0.0	2424
evm.model.scaffold1.293	O35819	86.063	287	32	3	1	283	1	283	7.09e-170	474
evm.model.scaffold1.2956	Q03277	29.545	176	110	7	6	173	422	591	1.54e-09	61.2
evm.model.scaffold1.1894	Q9HCJ1	95.740	493	20	1	1	493	1	492	0.0	976
evm.model.scaffold1.3231	Q9EPH8	98.273	637	10	1	1	637	1	636	0.0	1301
evm.model.scaffold1.1797	P21328	26.687	326	222	6	1	313	528	849	1.61e-22	103
evm.model.scaffold1.2252	P02686	72.727	176	45	3	21	194	18	192	1.10e-78	242
evm.model.scaffold1.1790	P21328	30.841	107	65	2	1	98	615	721	4.82e-07	49.7
evm.model.scaffold1.3081	Q2KJB9	40.000	130	64	5	27	147	220	344	1.59e-08	59.3
evm.model.scaffold1.3576	Q03277	25.654	191	130	5	609	797	346	526	2.71e-10	67.8
evm.model.scaffold1.2437	P09653	99.552	446	2	0	1	446	1	446	0.0	935
evm.model.scaffold1.3494	P21328	20.545	404	257	7	206	546	437	839	1.55e-09	65.1
evm.model.scaffold1.3163	Q12864	49.216	829	409	8	1	826	7	826	0.0	772
evm.model.scaffold1.313	Q61091	80.654	703	85	8	1	670	1	685	0.0	1054
evm.model.scaffold1.2503	O14490	90.993	977	86	2	1	975	1	977	0.0	1716
evm.model.scaffold1.3156	P21328	33.908	174	99	6	11	175	556	722	2.02e-16	79.7
evm.model.scaffold1.1080	Q9IA31	92.145	331	23	2	69	398	14	342	0.0	576
evm.model.scaffold1.2846	Q03274	27.972	143	95	3	460	600	51	187	9.17e-08	58.9
evm.model.scaffold1.1237	O92815	33.155	187	120	4	94	276	773	958	7.38e-24	104
evm.model.scaffold1.3791	G3MY25	65.320	594	146	10	1	544	53	636	0.0	682
evm.model.scaffold1.1872	P21328	29.412	187	119	5	30	206	583	766	5.80e-11	64.7
evm.model.scaffold1.820	Q8N3R3	74.713	348	86	1	29	374	105	452	0.0	550
evm.model.scaffold1.1455	Q8N6D2	90.686	204	19	0	1	204	1	204	1.01e-132	382
evm.model.scaffold1.2543	P21328	24.299	214	146	5	20	220	639	849	2.52e-10	65.1
evm.model.scaffold1.625	Q8C0Q9	66.972	327	101	3	63	384	7	331	5.52e-147	440
evm.model.scaffold1.2769	P21328	26.769	325	197	9	33	317	437	760	3.38e-20	94.7
evm.model.scaffold1.1044	Q05118	40.000	85	51	0	19	103	20	104	2.79e-13	68.6
evm.model.scaffold1.1903	P21328	32.273	220	147	2	356	574	441	659	5.81e-18	93.2
evm.model.scaffold1.1875	P23614	98.770	244	3	0	1	244	1	244	2.85e-154	431
evm.model.scaffold1.1943	Q5XH09	52.153	209	85	1	115	323	52	245	3.54e-75	234
evm.model.scaffold1.2813	P21328	25.305	328	180	9	8	271	464	790	1.89e-14	77.0
evm.model.scaffold1.1452	Q96AQ8	79.755	163	33	0	22	184	179	341	3.08e-89	270
evm.model.scaffold1.1087	Q1LZE8	81.190	420	77	2	10	428	1	419	0.0	709
evm.model.scaffold1.1040	P50478	98.391	373	6	0	48	420	23	395	0.0	778
evm.model.scaffold1.2731	Q5ZKT8	96.633	297	7	1	1	294	1	297	0.0	583
evm.model.scaffold1.406	Q61712	75.670	522	116	4	19	540	42	552	0.0	751
evm.model.scaffold1.219	Q9NBX4	28.444	225	145	6	2	213	615	836	1.04e-10	65.5
evm.model.scaffold1.2665	Q6GL41	87.305	835	102	3	1	831	1	835	0.0	1540
evm.model.scaffold1.547	P21328	35.593	118	67	2	209	317	612	729	8.18e-14	76.6
evm.model.scaffold1.1000	Q8TA86	95.614	114	5	0	33	146	52	165	1.92e-78	236
evm.model.scaffold1.2662	Q14159	47.362	853	376	21	5	836	11	811	0.0	679
evm.model.scaffold1.1007	Q80U56	79.661	649	117	6	1	642	1	641	0.0	1048
evm.model.scaffold1.803	P84445	25.543	184	121	4	9	180	8	187	3.92e-13	73.2
evm.model.scaffold1.1598	Q3UHH2	75.762	689	113	10	1	635	1	689	0.0	942
